Timestamp,Sensor,Temperatura limite,Limite,Temperatura registrada,Acionou alarme?,Contagem de alarmes consecutivos
2024-02-03 17:14:27,12,7.0,Superior,25.7,Não,1
2024-02-03 17:14:27,13,7.0,Superior,24.58,Não,1
2024-02-03 17:14:28,18,7.0,Superior,25.7,Não,1
2024-02-03 17:14:28,19,7.0,Superior,24.58,Não,1
2024-02-03 17:14:28,24,7.0,Superior,25.7,Não,1
2024-02-03 17:14:28,25,7.0,Superior,24.58,Não,1
2024-02-03 17:14:28,28,7.0,Superior,25.7,Não,1
2024-02-03 17:14:28,29,7.0,Superior,24.58,Não,1
2024-02-03 17:14:52,24,7.0,Superior,33.29,Não,1
2024-02-03 17:14:52,25,7.0,Superior,20.64,Não,1
2024-02-03 17:15:00,22,7.0,Superior,35.85,Não,1
2024-02-03 17:15:00,23,7.0,Superior,20.64,Não,1
2024-02-03 17:15:00,28,7.0,Superior,35.85,Não,1
2024-02-03 17:15:00,29,7.0,Superior,20.64,Não,1
2024-02-03 17:15:00,2,35.244998931884766,Superior,35.85,Não,1
2024-02-03 17:15:00,3,21.244998931884766,Inferior,20.64,Não,0
2024-02-03 17:15:00,8,35.244998931884766,Superior,35.85,Não,1
2024-02-03 17:15:00,9,21.244998931884766,Inferior,20.64,Não,0
2024-02-03 17:15:00,14,35.244998931884766,Superior,35.85,Não,1
2024-02-03 17:15:00,15,21.244998931884766,Inferior,20.64,Não,0
2024-02-03 17:15:01,22,35.244998931884766,Superior,35.85,Não,2
2024-02-03 17:15:01,23,21.244998931884766,Inferior,20.64,Não,0
2024-02-03 17:15:01,28,35.244998931884766,Superior,35.85,Não,2
2024-02-03 17:15:01,29,21.244998931884766,Inferior,20.64,Não,0
2024-02-03 17:15:01,0,35.245001220703124,Superior,35.85,Não,1
2024-02-03 17:15:01,1,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:01,6,35.245001220703124,Superior,35.85,Não,1
2024-02-03 17:15:01,7,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:01,12,35.245001220703124,Superior,35.85,Não,1
2024-02-03 17:15:01,13,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:02,18,35.245001220703124,Superior,35.85,Não,1
2024-02-03 17:15:02,19,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:02,26,35.245001220703124,Superior,35.85,Não,1
2024-02-03 17:15:02,27,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:02,0,35.245001220703124,Superior,35.85,Não,2
2024-02-03 17:15:02,1,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:02,4,35.245001220703124,Superior,35.85,Não,1
2024-02-03 17:15:02,5,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:03,10,35.245001220703124,Superior,35.85,Não,1
2024-02-03 17:15:03,11,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:03,16,35.245001220703124,Superior,35.85,Não,1
2024-02-03 17:15:03,17,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:03,22,35.245001220703124,Superior,35.85,Não,3
2024-02-03 17:15:03,23,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:03,28,35.245001220703124,Superior,35.85,Não,3
2024-02-03 17:15:03,29,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:03,2,35.245000203450516,Superior,35.85,Não,2
2024-02-03 17:15:03,3,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:03,8,35.245000203450516,Superior,35.85,Não,2
2024-02-03 17:15:03,9,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:04,14,35.245000203450516,Superior,35.85,Não,2
2024-02-03 17:15:04,15,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:04,20,35.245000203450516,Superior,35.85,Não,1
2024-02-03 17:15:04,21,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:04,26,35.245000203450516,Superior,35.85,Não,2
2024-02-03 17:15:04,27,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:04,0,35.245001220703124,Superior,35.85,Não,3
2024-02-03 17:15:04,1,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:04,4,35.245001220703124,Superior,35.85,Não,2
2024-02-03 17:15:04,5,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:05,10,35.245001220703124,Superior,35.85,Não,2
2024-02-03 17:15:05,11,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:05,16,35.245001220703124,Superior,35.85,Não,2
2024-02-03 17:15:05,17,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:05,22,35.245001220703124,Superior,35.85,Não,4
2024-02-03 17:15:05,23,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:05,28,35.245001220703124,Superior,35.85,Não,4
2024-02-03 17:15:05,29,21.245001220703124,Inferior,20.64,Não,0
2024-02-03 17:15:05,0,35.245000203450516,Superior,35.85,Não,4
2024-02-03 17:15:05,1,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:06,6,35.245000203450516,Superior,35.85,Não,2
2024-02-03 17:15:06,7,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:06,12,35.245000203450516,Superior,35.85,Não,2
2024-02-03 17:15:06,13,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:06,18,35.245000203450516,Superior,35.85,Não,2
2024-02-03 17:15:06,19,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:06,24,35.245000203450516,Superior,35.85,Não,2
2024-02-03 17:15:06,25,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:06,30,35.245000203450516,Superior,35.85,Não,1
2024-02-03 17:15:06,31,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:07,0,35.245000203450516,Superior,35.85,Não,5
2024-02-03 17:15:07,1,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:07,6,35.245000203450516,Superior,35.85,Não,3
2024-02-03 17:15:07,7,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:07,12,35.245000203450516,Superior,35.85,Não,3
2024-02-03 17:15:07,13,21.24500020345052,Inferior,20.64,Não,0
2024-02-03 17:15:07,18,35.245000203450516,Superior,35.85,Não,3
