2024-03-08 17:58:15,Sistema inicializado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 17:58:17,Desligando Alarme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 17:58:20,Erro ao inicializar haste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 17:58:26,Erro ao inicializar haste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 17:58:33,Erro ao inicializar haste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 17:58:40,Erro ao inicializar haste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 17:58:47,Erro ao inicializar haste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 17:58:49,Programa finalizado pelo usuário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
