Timestamp,Sensor,Temperatura limite,Limite,Temperatura registrada,Acionou alarme?,Contagem de alarmes consecutivos
2024-02-07 11:47:31,0,7.0,Superior,21.94,Não,1
2024-02-07 11:47:31,1,7.0,Superior,20.58,Não,1
2024-02-07 11:47:31,2,7.0,Superior,21.94,Não,1
2024-02-07 11:47:31,3,7.0,Superior,20.58,Não,1
2024-02-07 11:47:31,4,7.0,Superior,21.94,Não,1
2024-02-07 11:47:31,5,7.0,Superior,20.58,Não,1
2024-02-07 11:47:31,6,7.0,Superior,21.94,Não,1
2024-02-07 11:47:31,7,7.0,Superior,20.58,Não,1
2024-02-07 11:47:32,8,7.0,Superior,21.94,Não,1
2024-02-07 11:47:32,9,7.0,Superior,20.58,Não,1
2024-02-07 11:47:32,10,7.0,Superior,21.94,Não,1
2024-02-07 11:47:32,11,7.0,Superior,20.58,Não,1
2024-02-07 11:47:32,12,7.0,Superior,21.94,Não,1
2024-02-07 11:47:32,13,7.0,Superior,20.58,Não,1
2024-02-07 11:47:32,14,7.0,Superior,21.94,Não,1
2024-02-07 11:47:32,15,7.0,Superior,20.58,Não,1
2024-02-07 11:47:32,16,7.0,Superior,21.94,Não,1
2024-02-07 11:47:32,17,7.0,Superior,20.58,Não,1
2024-02-07 11:47:32,18,7.0,Superior,21.94,Não,1
2024-02-07 11:47:32,19,7.0,Superior,20.58,Não,1
2024-02-07 11:47:32,20,7.0,Superior,21.94,Não,1
2024-02-07 11:47:32,21,7.0,Superior,20.58,Não,1
2024-02-07 11:47:32,22,7.0,Superior,21.94,Não,1
2024-02-07 11:47:32,23,7.0,Superior,20.58,Não,1
2024-02-07 11:47:32,24,7.0,Superior,21.94,Não,1
2024-02-07 11:47:32,25,7.0,Superior,20.58,Não,1
2024-02-07 11:47:32,26,7.0,Superior,21.94,Não,1
2024-02-07 11:47:32,27,7.0,Superior,20.58,Não,1
2024-02-07 11:47:32,28,7.0,Superior,21.94,Não,1
2024-02-07 11:47:32,29,7.0,Superior,20.58,Não,1
2024-02-07 11:47:32,30,7.0,Superior,21.94,Não,1
2024-02-07 11:47:32,31,7.0,Superior,20.58,Não,1
