2024-03-08 16:28:53,Sistema inicializado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 16:28:55,Desligando Alarme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 16:28:58,Erro ao inicializar haste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 16:29:05,Erro ao inicializar haste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08 16:29:07,Programa finalizado pelo usuário,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
