Timestamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12,Sensor 13,Sensor 14,Sensor 15,Sensor 16,Sensor 17,Sensor 18,Sensor 19,Sensor 20,Sensor 21,Sensor 22,Sensor 23,Sensor 24,Sensor 25,Sensor 26,Sensor 27,Sensor 28,Sensor 29,Sensor 30,Sensor 31,Sensor 32
2024-01-25 21:37:59,23.35,23.62,23.18,23.53,23.09,23.35,22.21,22.74,22.82,22.56,22.47,22.65,23.0,22.74,22.65,22.65,22.65,22.38,22.12,22.65,21.42,22.12,22.21,22.29,21.68,22.47,21.59,22.21,21.77,22.29,21.94,22.38
2024-01-25 21:38:02,23.26,23.53,23.18,23.53,23.09,23.35,22.21,22.74,22.82,22.65,22.47,22.65,23.0,22.82,22.65,22.65,22.65,22.38,22.12,22.65,21.42,22.12,22.12,22.29,21.68,22.47,21.68,22.21,21.59,22.29,21.85,22.38
2024-01-25 21:38:05,23.35,23.53,23.18,23.53,23.09,23.35,22.21,22.74,22.82,22.65,22.47,22.65,23.0,22.82,22.65,22.65,22.65,22.38,22.12,22.74,21.42,22.12,22.21,22.29,21.68,22.47,21.68,22.21,21.77,22.29,21.94,22.47
2024-01-25 21:38:09,23.26,23.53,23.18,23.53,23.09,23.35,22.21,22.74,22.82,22.56,22.47,22.65,23.0,22.82,22.65,22.65,22.65,22.38,22.12,22.65,21.42,22.12,22.21,22.29,21.59,22.47,21.68,22.12,21.77,22.29,21.94,22.38
2024-01-25 21:38:12,23.26,23.53,23.18,23.53,23.09,23.35,22.21,22.74,22.82,22.65,22.47,22.65,23.0,22.82,22.65,22.65,22.65,22.38,22.12,22.65,21.42,22.12,22.21,22.29,21.59,22.47,21.59,22.12,21.77,22.29,21.94,22.38
2024-01-25 21:38:15,23.35,23.53,23.18,23.53,23.0,23.35,22.21,22.74,22.82,22.65,22.47,22.65,23.0,22.82,22.65,22.65,22.65,22.38,22.03,22.65,21.42,22.12,22.21,22.29,21.68,22.47,21.68,22.21,21.77,22.29,21.94,22.47
2024-01-25 21:38:18,23.26,23.53,23.18,23.53,23.09,23.35,22.21,22.82,22.82,22.65,22.47,22.65,23.0,22.82,22.65,22.65,22.65,22.38,22.12,22.65,21.42,22.12,22.21,22.29,21.68,22.47,21.59,22.21,21.77,22.29,21.94,22.38
2024-01-25 21:38:22,23.35,23.53,23.18,23.53,23.09,23.35,22.21,22.82,22.82,22.65,22.47,22.65,23.0,22.82,22.65,22.65,22.65,22.38,22.12,22.65,21.42,22.12,22.21,22.29,21.68,22.47,21.68,22.12,21.77,22.29,21.94,22.38
2024-01-25 21:38:25,23.26,23.53,23.18,23.53,23.09,23.35,22.21,22.74,22.82,22.65,22.47,22.65,23.0,22.82,22.65,22.65,22.65,22.38,22.12,22.65,21.42,22.12,22.21,22.29,21.68,22.47,21.59,22.21,21.77,22.29,21.94,22.38
2024-01-25 21:38:28,23.35,23.62,23.18,23.53,23.09,23.35,22.21,22.74,22.82,22.56,22.47,22.65,23.0,22.82,22.65,22.65,22.56,22.38,22.12,22.65,21.42,22.12,22.21,22.29,21.68,22.47,21.59,22.21,21.77,22.29,21.94,22.38
