Timestamp,Sensor,Temperatura limite,Limite,Temperatura registrada,Acionou alarme?,Contagem de alarmes consecutivos
2024-02-17 19:37:59,0,7.0,Superior,21.94,Não,1
2024-02-17 19:37:59,1,7.0,Superior,20.58,Não,1
2024-02-17 19:37:59,2,7.0,Superior,21.94,Não,1
2024-02-17 19:37:59,3,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,4,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,5,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,6,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,7,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,8,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,9,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,10,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,11,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,12,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,13,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,14,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,15,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,16,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,17,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,18,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,19,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,20,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,21,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,22,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,23,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,24,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,25,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,26,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,27,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,28,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,29,7.0,Superior,20.58,Não,1
2024-02-17 19:38:00,30,7.0,Superior,21.94,Não,1
2024-02-17 19:38:00,31,7.0,Superior,20.58,Não,1
