Timestamp,Sensor,Temperatura limite,Limite,Temperatura registrada,Acionou alarme?,Contagem de alarmes consecutivos
2024-01-26 15:50:02,0,20.0,Superior,21.94,Não,1
2024-01-26 15:50:02,2,20.0,Superior,21.94,Não,1
2024-01-26 15:50:02,4,20.0,Superior,21.94,Não,1
2024-01-26 15:50:02,6,20.0,Superior,21.94,Não,1
2024-01-26 15:50:03,8,20.0,Superior,21.94,Não,1
2024-01-26 15:50:03,10,20.0,Superior,21.94,Não,1
2024-01-26 15:50:03,12,20.0,Superior,21.94,Não,1
2024-01-26 15:50:03,14,20.0,Superior,21.94,Não,1
2024-01-26 15:50:03,16,20.0,Superior,21.94,Não,1
2024-01-26 15:50:04,18,20.0,Superior,21.94,Não,1
2024-01-26 15:50:04,20,20.0,Superior,21.94,Não,1
2024-01-26 15:50:04,22,20.0,Superior,21.94,Não,1
2024-01-26 15:50:04,24,20.0,Superior,21.94,Não,1
2024-01-26 15:50:05,26,20.0,Superior,21.94,Não,1
2024-01-26 15:50:05,28,20.0,Superior,21.94,Não,1
2024-01-26 15:50:05,30,20.0,Superior,21.94,Não,1
2024-01-26 15:50:05,0,20.0,Superior,21.94,Não,2
2024-01-26 15:50:06,2,20.0,Superior,21.94,Não,2
2024-01-26 15:50:06,4,20.0,Superior,21.94,Não,2
2024-01-26 15:50:06,6,20.0,Superior,21.94,Não,2
2024-01-26 15:50:06,8,20.0,Superior,21.94,Não,2
2024-01-26 15:50:06,10,20.0,Superior,21.94,Não,2
2024-01-26 15:50:07,12,20.0,Superior,21.94,Não,2
2024-01-26 15:50:07,14,20.0,Superior,21.94,Não,2
2024-01-26 15:50:07,16,20.0,Superior,21.94,Não,2
2024-01-26 15:50:07,18,20.0,Superior,21.94,Não,2
2024-01-26 15:50:08,20,20.0,Superior,21.94,Não,2
2024-01-26 15:50:08,22,20.0,Superior,21.94,Não,2
2024-01-26 15:50:08,24,20.0,Superior,21.94,Não,2
2024-01-26 15:50:08,26,20.0,Superior,21.94,Não,2
2024-01-26 15:50:08,28,20.0,Superior,21.94,Não,2
2024-01-26 15:50:09,30,20.0,Superior,21.94,Não,2
2024-01-26 15:50:10,0,20.0,Superior,21.94,Sim,3
2024-01-26 15:50:15,2,20.0,Superior,21.94,Sim,3
2024-01-26 15:50:19,4,20.0,Superior,21.94,Sim,3
2024-01-26 15:50:23,6,20.0,Superior,21.94,Sim,3
2024-01-26 15:50:28,8,20.0,Superior,21.94,Sim,3
